Source	Relation	Target	Sites	Source data ID	Source change	 Source change pval	Target data ID	Target change	Target change pval
CDK2	phosphorylates	MTA2	T439;T438;S435;S440	CDK2-Y15	-4.0321727185553256	0.017735753260484953	MTA2-S435	3.512979716226011	0.029807962707141922
MAPK1	phosphorylates	MYO9B	T1346	MAPK1-T185	-8.923296508405356	1.3324826596413554E-4	MYO9B-T1346	-7.952380570002597	3.5182362615386755E-4
AKT1	phosphorylates	PDCD4	S67;S457	AKT1-S129	-4.829296758017884	0.007992139698327991	PDCD4-S457	-3.774107068484757	0.0229575810399307
AKT1	phosphorylates	PDCD4	S67;S457	AKT1-S129	-4.829296758017884	0.007992139698327991	PDCD4-S67-S76	-5.471780398509584	0.004203741157001685
AKT1	phosphorylates	PDCD4	S67;S457	AKT1-S129	-4.829296758017884	0.007992139698327991	PDCD4-S67-S68	-5.951612262450707	0.0026016426045669012
CDK2	phosphorylates	MYBL2	T405;T515;S577;T444;S452;T266;T487;T520;T440;S393;T494;T518	CDK2-Y15	-4.0321727185553256	0.017735753260484953	MYBL2-S452	4.9292057604557025	0.007232245135951665
CDK2	phosphorylates	MYBL2	T405;T515;S577;T444;S452;T266;T487;T520;T440;S393;T494;T518	CDK2-Y15	-4.0321727185553256	0.017735753260484953	MYBL2-T518-T520	4.340596747079957	0.013028751014037887
CDK2	phosphorylates	MYBL2	T405;T515;S577;T444;S452;T266;T487;T520;T440;S393;T494;T518	CDK2-Y15	-4.0321727185553256	0.017735753260484953	MYBL2-S421-T440	3.6560419592640665	0.02583456489004954
CDK2	phosphorylates	MYBL2	T405;T515;S577;T444;S452;T266;T487;T520;T440;S393;T494;T518	CDK2-Y15	-4.0321727185553256	0.017735753260484953	MYBL2-T518	3.5883004879992666	0.027645273996287578
AKT1	phosphorylates	TARBP2	S283	AKT1-S129	-4.829296758017884	0.007992139698327991	TARBP2-S283	-4.731931922048004	0.008809435446736392
AKT1	phosphorylates	HNRNPA1	S199	AKT1-S129	-4.829296758017884	0.007992139698327991	HNRNPA1-S199	-5.6194445993089115	0.0036266547962925276
