

Data type: org.panda.causalpath.data.PhosphoProteinData
Row ID	Change amount	P-value	Q-value
PRKACA-Y331	-100.0	0.0	0.0
TCF3-S55-S56	100.0	0.0	0.0
UNG-S63-S64	-100.0	0.0	0.0
USP24-T1261	-100.0	0.0	0.0
KIF2C-S611	100.0	0.0	0.0
MARCKS-T120-S135	-100.0	0.0	0.0
APEX1-S120	100.0	0.0	0.0
ZHX1-T9-S26	-100.0	0.0	0.0
GBF1-S325	-100.0	0.0	0.0
RPA1-S392-T398	-100.0	0.0	0.0
PRPF4B-S381-S387	100.0	0.0	0.0
UBR5-S2026	100.0	0.0	0.0
GIT1-S388-T392-S399	100.0	0.0	0.0
EP400-S125	100.0	0.0	0.0
SPTBN1-S2161	100.0	0.0	0.0
SETD1B-T1425	-100.0	0.0	0.0
ITPKA-S180	100.0	0.0	0.0
NELFA-S330-T343	100.0	0.0	0.0
PPP2R5E-S32-S33	100.0	0.0	0.0
NCOR1-T1484	-100.0	0.0	0.0
NUFIP2-S384	-100.0	0.0	0.0
DOK1-S310-S313	100.0	0.0	0.0
PCM1-T803	-100.0	0.0	0.0
RBM27-T1035	-100.0	0.0	0.0
MPLKIP-S104-S115	-100.0	0.0	0.0
AMOTL1-S128	100.0	0.0	0.0
KRT18-S7	100.0	0.0	0.0
NUP214-S1219-T1243	100.0	0.0	0.0
PAG1-S351	100.0	0.0	0.0
GSK3A-S72-S85	-100.0	0.0	0.0
CTBP2-S424	-100.0	0.0	0.0
FXR1-T488-T491	100.0	0.0	0.0
YES1-T21-S40	-100.0	0.0	0.0
CCDC6-S352-S374	100.0	0.0	0.0
CCDC6-S374-T380	-100.0	0.0	0.0
LIN9-T297	-100.0	0.0	0.0
ARAF-T213	100.0	0.0	0.0
MAP1B-S544	-100.0	0.0	0.0
GFI1B-S96-S98	100.0	0.0	0.0
MAP1B-S1779-S1782	-100.0	0.0	0.0
PJA2-S79	-100.0	0.0	0.0
PLEKHG2-S60	-100.0	0.0	0.0
CCDC6-S363-T380	-100.0	0.0	0.0
UTP18-S205-S206-S226	-100.0	0.0	0.0
MYO18A-T99-S103	-100.0	0.0	0.0
FLI1-S13	-100.0	0.0	0.0
SSBP3-S347-Y380	-100.0	0.0	0.0
MFF-S93	100.0	0.0	0.0
TFE3-T217	100.0	0.0	0.0
PHACTR3-S205	100.0	0.0	0.0
VASP-T328-T331	-100.0	0.0	0.0
KLF16-S99-S105-S109	100.0	0.0	0.0
WDR62-S1249-T1267	-100.0	0.0	0.0
LAT-T133	-100.0	0.0	0.0
TBC1D4-T276-S285	-100.0	0.0	0.0
PHLDB1-S535-S551-S555	100.0	0.0	0.0
BUD13-T147-S151	100.0	0.0	0.0
AAK1-S676-Y687-T694	100.0	0.0	0.0
RPS11-S110	-100.0	0.0	0.0
PAK4-Y208	100.0	0.0	0.0
CRKL-Y207-T228	-100.0	0.0	0.0
ABL1-Y226	-100.0	0.0	0.0
SH3GL1-S288	-100.0	0.0	0.0
KRT18-S305	100.0	0.0	0.0
RIOK2-S442	100.0	0.0	0.0
CHD4-S309-S310-S319	-100.0	0.0	0.0
POLR2A-Y1881-T1884	100.0	0.0	0.0
SSBP3-S347	-100.0	0.0	0.0
CEP170-S928-S930-S933	-100.0	0.0	0.0
CDCA8-S164-S165	100.0	0.0	0.0
NCAPG2-S30	100.0	0.0	0.0
RRP1B-S500	100.0	0.0	0.0
TSC22D4-S145-S158	100.0	0.0	0.0
NUP153-S497-S498-S500	-100.0	0.0	0.0
FOXO3-S7	-100.0	0.0	0.0
BOD1L1-S484-T489	-100.0	0.0	0.0
RBM10-S61-T78	100.0	0.0	0.0
KSR1-S192	-100.0	0.0	0.0
CRKL-T212-T228	100.0	0.0	0.0
PCM1-S458-T469-S471	-100.0	0.0	0.0
GSK3B-T420	-100.0	0.0	0.0
