Source	Relation	Target	Sites	Source data ID	Source change	 Source change pval	Target data ID	Target change	Target change pval
CDK1	phosphorylates	NUP210	S1881	CDK1-inactive-by-network-sig	-1.0		NUP210-S1874-S1877-S1881	-4.729366793913167	0.008832061784774437
CDK2	phosphorylates	MTA1	S522	CDK2-T14	9.063586206584128	1.1580692345369847E-4	MTA1-S522	-3.6477490693009607	0.026049698902341028
CDK2	phosphorylates	MTA1	S522	CDK2-inactive-by-network-sig	-1.0		MTA1-S522	-3.6477490693009607	0.026049698902341028
CDK2	phosphorylates	MTA1	S522	CDK2-T14-Y15	5.3981335345026205	0.004525018857196805	MTA1-S522	-3.6477490693009607	0.026049698902341028
CDK2	phosphorylates	MTA2	T439;T438;S435;S440	CDK2-Y15	-4.310379011383935	0.01342845909076276	MTA2-S433-S435	7.155030147996227	7.809260116651284E-4
CDK2	phosphorylates	MTA2	T439;T438;S435;S440	CDK2-T160	9.572583106770987	6.96113376394969E-5	MTA2-S433-S435	7.155030147996227	7.809260116651284E-4
RAD50	phosphorylates	SMC1A	S966;S957	RAD50-active-by-network-sig	1.0		SMC1A-S951-S957	6.265993516313849	0.0018998249734043515
RAD50	phosphorylates	SMC1A	S966;S957	RAD50-active-by-network-sig	1.0		SMC1A-S957	3.918699335202829	0.019866918147997126
CDK2	phosphorylates	CEP76	S83	CDK2-Y15	-4.310379011383935	0.01342845909076276	CEP76-S83	4.125395085346044	0.016157109889646692
CDK2	phosphorylates	CEP76	S83	CDK2-T160	9.572583106770987	6.96113376394969E-5	CEP76-S83	4.125395085346044	0.016157109889646692
CDK2	phosphorylates	STMN1	S25;S38	CDK2-inactive-by-network-sig	-1.0		STMN1-S38	-5.800277591827017	0.0030267144375593397
CDK2	phosphorylates	STMN1	S25;S38	CDK2-T14-Y15	5.3981335345026205	0.004525018857196805	STMN1-S38	-5.800277591827017	0.0030267144375593397
CDK2	phosphorylates	STMN1	S25;S38	CDK2-T14	9.063586206584128	1.1580692345369847E-4	STMN1-S38	-5.800277591827017	0.0030267144375593397
MAPK1	phosphorylates	MYO9B	T1346	MAPK1-inactive-by-network-sig	-1.0		MYO9B-T1346	-4.541826387300289	0.010653930570100962
CDK1	phosphorylates	STMN1	S25;S38	CDK1-inactive-by-network-sig	-1.0		STMN1-S38	-5.800277591827017	0.0030267144375593397
RAF1	phosphorylates	EIF4B	S406;S359;S311;S422;T420;S442;S497;S131;S418	RAF1-S301	-6.90950562382213	9.982511861201695E-4	EIF4B-S422	4.549788122858148	0.010569443570122683
RAF1	phosphorylates	EIF4B	S406;S359;S311;S422;T420;S442;S497;S131;S418	RAF1-S642	-4.037103443493925	0.017648518381912413	EIF4B-S359	4.080526642141866	0.016898563813028122
RAF1	phosphorylates	EIF4B	S406;S359;S311;S422;T420;S442;S497;S131;S418	RAF1-S642	-4.037103443493925	0.017648518381912413	EIF4B-S497-S498	12.001353301622334	6.135903004578225E-6
RAF1	phosphorylates	EIF4B	S406;S359;S311;S422;T420;S442;S497;S131;S418	RAF1-S301	-6.90950562382213	9.982511861201695E-4	EIF4B-S359	4.080526642141866	0.016898563813028122
RAF1	phosphorylates	EIF4B	S406;S359;S311;S422;T420;S442;S497;S131;S418	RAF1-S301	-6.90950562382213	9.982511861201695E-4	EIF4B-S497-S498	12.001353301622334	6.135903004578225E-6
RAF1	phosphorylates	EIF4B	S406;S359;S311;S422;T420;S442;S497;S131;S418	RAF1-S642	-4.037103443493925	0.017648518381912413	EIF4B-S422	4.549788122858148	0.010569443570122683
CDK2	phosphorylates	FAM122A	S143	CDK2-T14-Y15	5.3981335345026205	0.004525018857196805	FAM122A-S143-S147	-4.283615079154976	0.013792710111893345
CDK2	phosphorylates	FAM122A	S143	CDK2-T14	9.063586206584128	1.1580692345369847E-4	FAM122A-S143-S147	-4.283615079154976	0.013792710111893345
CDK2	phosphorylates	FAM122A	S143	CDK2-inactive-by-network-sig	-1.0		FAM122A-S143-S147	-4.283615079154976	0.013792710111893345
AKT1	phosphorylates	PDCD4	S67;S457	AKT1-S124-S129	-4.113545213051609	0.016349708459001095	PDCD4-S67-S68-S71	-4.0526994061830734	0.0173754079932152
AKT1	phosphorylates	PDCD4	S67;S457	AKT1-S129	-4.053299104096127	0.017364991121103648	PDCD4-S67-S68-S76	-4.470090674978135	0.011446277912449477
AKT1	phosphorylates	PDCD4	S67;S457	AKT1-S124-S129	-4.113545213051609	0.016349708459001095	PDCD4-S67-S71	-4.804321255141804	0.00819426093975482
AKT1	phosphorylates	PDCD4	S67;S457	AKT1-S124-S129	-4.113545213051609	0.016349708459001095	PDCD4-S457	-8.821321542817557	1.4755323341038678E-4
