Source	Relation	Target	Sites	Source data ID	Source change	 Source change pval	Target data ID	Target change	Target change pval
CDK2	phosphorylates	NUP98	S612	CDK2-T14	-3.7812735982569343	0.022793642987021977	NUP98-S612	8.472801193613972	2.090784131945287E-4
CDK2	phosphorylates	NUP98	S612	CDK2-Y15	-4.01285467149834	0.018081704165867074	NUP98-S612	8.472801193613972	2.090784131945287E-4
CDK1	phosphorylates	NUP98	T536;S612;S623;T546;T653;S595;T553;T670;T529;S606	CDK1-T161	3.721481346030389	0.02419809552983848	NUP98-S612	8.472801193613972	2.090784131945287E-4
CDK1	phosphorylates	NUP98	T536;S612;S623;T546;T653;S595;T553;T670;T529;S606	CDK1-T161	3.721481346030389	0.02419809552983848	NUP98-T670	3.2305617472648125	0.03953528371186494
CDK2	phosphorylates	MTA1	S522	CDK2-Y15	-4.01285467149834	0.018081704165867074	MTA1-S522	8.333491388395437	2.4033148780921624E-4
CDK2	phosphorylates	MTA1	S522	CDK2-T14	-3.7812735982569343	0.022793642987021977	MTA1-S522	8.333491388395437	2.4033148780921624E-4
SRC	phosphorylates	PTPN11	Y584;Y546	SRC-S17	3.9695775702274005	0.018881407519409026	PTPN11-Y546	4.314544978156185	0.013372632942068207
VAV1	phosphorylates	PAK2	T402;S141	VAV1-Y826	5.43717253920211	0.0043517703520045215	PAK2-S141	3.024075710978451	0.04860272347923298
CDK2	phosphorylates	RALY	S135	CDK2-Y15	-4.01285467149834	0.018081704165867074	RALY-T135	3.326829334614623	0.03590677313340269
CDK2	phosphorylates	RALY	S135	CDK2-T14	-3.7812735982569343	0.022793642987021977	RALY-T135	3.326829334614623	0.03590677313340269
CDK2	phosphorylates	LARP1	T649;T303;S774	CDK2-T14	-3.7812735982569343	0.022793642987021977	LARP1-S774	2.906484791246611	0.05466756039631482
CDK2	phosphorylates	LARP1	T649;T303;S774	CDK2-Y15	-4.01285467149834	0.018081704165867074	LARP1-S774	2.906484791246611	0.05466756039631482
SYK	phosphorylates	VAV1	Y826;Y174	SYK-S295	-5.429184663927882	0.004386670956061947	VAV1-Y826	5.43717253920211	0.0043517703520045215
CDK2	phosphorylates	STMN1	S25;S38	CDK2-T14	-3.7812735982569343	0.022793642987021977	STMN1-S25	2.852635915155338	0.057692048928925294
